title,type,genre,release_year,duration,rating,country,date_added
Deadly Secret 83,Movie,Documentary,1986.0,121 min,,,2020
  Final Revenge 84  ,Movie,Family,2017.0,,4.7,italy,
   ,Movie,,,,3.6,,2017-01-14
First Truth 86  ,TV Show,Drama,2002.0,8 Seasons,6.7,,2022-12-09
End 87,Movie,Horror,2008.0,135 min,3.8,Thailand,2018-11-20
War 88,Movie,Sci-Fi,2001.0,122 min,4.1,,2019-03-12
Secret Beginning 89,tv show,,   ,6 Seasons,7.1,South Korea,2024-07-16
Story 90,Movie,  Documentary  ,2021.0,125 min,4.9,Thailand,2018-08-14
Blood Truth 91,Movie,   ,1984.0,129min,7.6,,2016-02-23
Wild Adventures 92,MOVIE,Animation,2019.0,96 min,0,,Invalid Date
Awakening 93  ,Movie,,2022.0,115 minute,3.9,Brazil,Invalid Date
Love 94,TV Show,  Romance    ,1989.0,6 Seasons,6.6,Mexico,2022-04-27
   ,TV Show,Comedy,2012.0,7 Seasons,4.9,Denmark,2019-05-25
Perfect Adventures 96,Movie,History,1980.0,157 min,6.1,,2020-07-29
A Legend 97,Movie,Thriller,   ,190 min,4.2,France,2018-07-12
Wild Legend 98,TV Show,Action,1995.0,6 Seasons,5.3,Mexico,2020-06-29
Tales 99,TV Show,Family,1998.0,4 Seasons,3.9,India,2020-07-14
Midnight Legend,Movie,Action,1984.0,133 min,8.4,Mexico,2019-10-26
First Lies 1,TV Show,,2002.0,,-1.492599048478557,Australia,2015-11-30
The Code 2,Movie,Animation,1982.0,,9.3,italy,2019-11-24
Broken Game 3,Movie,Action,2025.0,130 min,5.1,Egypt,2017-12-28
Blood Truth 4,TV Show,Fantasy,1997.0,8 Seasons,,Germany,2023-02-12
Perfect Story 5,Movie,War,1982.0,,,,2023-07-25
Hidden End 6,Movie,Horror,2021.0,146 min,7.5,Canada,2023-06-15
Perfect War 7,Movie,Music,1982.0,   ,8.6,Poland,2024-12-26
Dark Mission 8,Movie,War,1993.0,168 min,6.8,Sweden,2020-08-11
,Movie,Romance,,126 min,5.0,,2015-09-01
  Secret 10,Movie,Thriller,2011.0,66 min,,Denmark,2023-09-11
Wild Secret 11,Movie,Adventure,2009.0,153 min,6.8,   ,2018-01-31
  Lies 12,Movie,Drama,1998.0,   ,7.4,France,2016-10-29
Love 13,TV Show,,1985.0,6 Seasons,6.2,,2030-05-15
Final Dream 14,Movie,Music,1988.0,119 min,5.5,Sweden  ,2025-01-09
The Death 15,TV Show,  Thriller,2009.0,3 Seasons,8.6,Denmark,2022-02-28
Perfect Dream 16,Movie,,1985.0,,   ,Sweden,2025-13-45
A Love 17,TV Show,Family,2010.0,9 Seasons,,,2016-04-20
Hidden Beginning 18  ,TV Show,Music,2021.0,5 Seasons,9.0,USA,2023-10-01
Deadly Story 19,Movie,Sci-Fi,2000.0,   ,4.5,Mexico,2015-02-13
Game 20,Movie,Fantasy,2019.0,62 min,8.9,   ,2015-03-18
Final Soul 21,TV Show,Horror,,4 Seasons,,UK,
Silent Night 22,Movie,  Action  ,2022.0,87 min,14.169913205111058,   ,2023-08-08
Love 23,Movie,Documentary,2000.0,121 min,6.5,Colombia,2015-02-05
Dream 24,Movie,Sci-Fi,1897,77 min,14.266659885851913,,2025-02-26
   ,Movie,War  ,1993.0,186 min,4.1,Argentina,2019-10-20
Silent Soul 26,tv show,History,,   ,,,2024-08-30
Heart 27,TV Show,Animation,1991.0,unknown,6.0,,2016-05-28
Truth 28,Movie,Drama,1994.0,186 min,,,2016-05-21
Lost Story 29,movie,Horror,2016.0,77 min,5.6,,2022-10-20
Broken Awakening 30  ,Movie,Crime,1990.0,118 min,6.6,UK,2025-02-08
  Lost Truth 31  ,Movie,Drama,,,7.1,Uk,2021-02-25
  Broken Soul 32  ,TV Show,Crime,2014.0,2 Seasons,8.7,,2016-12-06
Perfect Adventures 33,TV Show,CRIME,2014.0,8 Seasons,9.3,Poland,2017-05-12
Forgotten Game 34,Movie,Horror,2021.0,173 min,8.8,Sweden,2023-09-10
   ,Movie,Sci-Fi,2021.0,,4.0,Denmark,2019-02-19
  Silent Game 36,Movie,music,2016.0,131 min,5.3,,2020-11-28
Hidden Revenge 37,TV Show,Action,2007.0,6 Seasons,4.3,UK,2019-10-10
   ,Movie,War,2043.0,178 min,7.0,Mexico,2017-04-15
Lost Day 39,Movie,Mystery,1989.0,,7.8,TURKEY,2019-06-09
Last Chronicles 40,TV Show,Comedy,1990.0,,,Germany,2017-09-05
Love 41,TV Show,Adventure,,,   ,spain,2023-03-22
,TV Show,  Adventure,1981.0,1 Season,,,2025-06-27
Mission 43,Movie,War,2025.0,183 min,5.2,Thailand,2021-02-09
Shadow Story 44,Movie,Animation,1996.0,199 minute,7.5,Japan,2019-12-26
Forgotten Adventures 45,Movie,,2019.0,80 min,4.4,,2021-03-13
Shadow Rise 46,TV Show,,1992.0,4 Seasons,,Poland,2021-06-08
Blood Love 47,TV Show,Thriller  ,2017.0,6 Seasons,5.7,,2017-04-14
Wild Secret 48  ,TV Show,Thriller,1981.0,10 Seasons,8.2,Egypt,2015-12-20
Forgotten End 49,Movie,Drama,2005.0,,5.1,Sweden,2022-03-21
End 50,TV Show,,2006.0,   ,4.7,Colombia,2018-01-02
Wild Mystery 51,Movie,Romance,   ,140 min,,Mexico,2022-11-28
  Blood Truth 52  ,Movie,Horror,2016.0,162 min,,,2020-11-03
Lost Day 53,Movie,Romance,2012.0,159 min,4.7,South africa,2024-01-27
A Rise 54,TV Show,Documentary,1997.0,8 Seasons,,Argentina,2024-12-25
Final Beginning 55,Movie,Horror,2008.0,183 min,4.2,Denmark,2025-13-45
Hidden Mission 56  ,TV Show,Drama,1983.0,4 Seasons,4.2,Germany,2015-09-05
   ,TV Show,Comedy,2009.0,3 Seasons,,Netherlands,2018-05-22
A Love 58,Movie,Animation,2017.0,72 min,,Poland,
Dark Night 59,TV Show,Comedy,1996.0,6 Seasons,9.2,Japan,   
Lost Rise 60,movie,Family,2019.0,,5.3,Italy,2023-08-20
Soul 61  ,Movie,   ,1992.0,101 min,6.9,Denmark  ,2018-10-23
Blood Rise 62,Movie,animation,1999.0,,,,2025-09-05
Midnight Return 63,TV Show,Sci-Fi,2015.0,5 Seasons,   ,Australia,
Beginning 64,Movie,Drama,1984.0,193 min,6.6,Canada,2019-08-10
Legend 65,tv show,Sci-fi,   ,5 Seasons,4.8,POLAND,2019-04-01
Lost Awakening 66,TV Show,War,,unknown,5.0,  Poland,2025-10-04
Perfect Adventures 67,Movie,Family,1990.0,144 min,8.4,  UK,2019-05-17
Last Justice 68  ,Movie,Animation,2014.0,60 min,5.3,Argentina,2024-07-07
Final Return 69,TV Show,Comedy,1997.0,1 Season,8.2,  Denmark  ,
  Blood Truth 70  ,MOVIE,Horror,2023.0,114 min,3.9,India,
Secret Awakening 71,TV Show,comedy,1982.0,   ,0.0,India,2025
Game 72,TV Show,ACTION,2010.0,5 Seasons,7.4,Mexico,2015-08-24
War 73,Movie,Fantasy,2022.0,191 min,8.2,Mexico,2022-06-02
Story 74,TV Show,Crime,1994.0,unknown,8.1,Colombia,2025-06-22
Adventures 75,Movie,war,2014.0,6 hrs,,South Korea,2030-05-15
Wild Return 76,TV Show,,2018.0,3 Seasons,7.4,netherlands,2024-12-06
Wild Night 77,Movie,  Family,,185 min,4.6,australia  ,
Midnight War 78,TV Show,Crime,2008.0,10 Seasons,4.5,Thailand,
  Deadly Chronicles 79  ,Movie,Crime,2006.0,   ,4.7,,2024-12-20
Perfect Night 80,TV Show,Crime,2030,8 Seasons,4.7,,2022-10-16
Shadow Day 81,Movie,Family  ,1982.0,187 min,4.4,,2023-11-19
Forgotten Awakening 82,Movie,Thriller,,120 min,5.5,Brazil,2019-08-02
Wild End 83,Movie,Adventure,2005.0,98 min,7.8,,2024-12-18
Silent Death 84,TV Show,Comedy,2006.0,7 Seasons,8.2,Argentina,2025-10-30
Broken Life 85,Movie,Fantasy,1985.0,112 min,5.6,Egypt,2022-05-21
War 86,TV Show,Crime,2012.0,8Seasons,7.9,,2024-07-07
Midnight Tales 87,TV Show,History,1993.0,1 Season,,,2021-10-05
Dark Fall 88,TV Show,,1982.0,,,,2016-05-03
  Last Day 89  ,Movie,Fantasy,1998.0,139 min,9.5,Poland,2025-01-10
Night 90,TV Show,War,2019.0,4 Seasons,6.8,SOUTH AFRICA,2018-06-27
Beginning 91,Movie,Mystery,,63 min,7.7,turkey,
Awakening 92,TV Show,Drama,2006.0,5 Seasons,4.1,Poland,2025-09-22
   ,TV Show,History,2016.0,6 Seasons,6.9,Netherlands,2020-09-18
End 94,movie,Family,2021.0,148 min,,Italy,2022-08-23
Midnight Dream 95,Movie,,,91 min,0,Denmark,2015-02-13
Blood Legend 96,Movie,  War,2020.0,181 min,8.6,,2017-11-19
Wild Dream 97,Movie,Music,1981.0,179 min,3.9,Australia,2015-06-28
Life 98,TV Show,Thriller,2024.0,6 Seasons,8.8,  Turkey  ,2019-03-04
Lost Day 99,Movie,   ,,102 min,8.1,Italy,2017-12-13
Last Story,TV Show,History,2007.0,1 Season,3.5,,2016-02-23
Final Journey 1,Movie,,1989.0,164 min,4.0,UK,2016-09-14
,TV Show,  Sci-Fi  ,2017.0,2 Seasons,4.1,Canada,2020-06-08
Wild War 3,TV Show,Romance,2007.0,5 Seasons,6.0,Poland,2017-06-29
Midnight Game 4  ,TV Show,,1992.0,7 seasons,4.3,Sweden,2017-04-30
Lost Awakening 5,Movie,War,2007.0,169 min,3.7,,2018-03-21
  Shadow Rise 6,Movie,Horror,2024.0,141 min,,Italy,   
Night 7,Movie,,1996.0,128 min,4.8,Poland,2019-02-11
Justice 8,Movie,Comedy,1984.0,133 min,7.1,South Africa,2015-07-13
The End 9  ,Movie,Documentary,1984.0,106 min,7.0,Colombia,2023-01-02
  Dream 10,TV Show,Music,1998.0,2 Seasons,8.3,Mexico,2023-08-25
End 11,Movie,Fantasy,,123 min,,,2022-10-08
Secret Journey 12,Movie,Comedy,2020.0,71 min,9.3,South Korea,2019-01-24
The Soul 13,Movie,,2022.0,101 min,,,2025-02-13
Secret Heart 14,Movie,Music,2018.0,90 min,,Brazil,2019-04-17
  Perfect Tales 15  ,Movie,Sci-Fi,2010.0,198 min,8.9,USA,2022-11-12
Midnight Truth 16,TV Show,Thriller,2004.0,,,India,2017-02-10
Love 17,Movie,Sci-Fi,1980.0,   ,7.9,Colombia,2019-01-17
,TV Show,   ,2001.0,6 Seasons,3.8,Japan,2017-06-08
Silent Death 19,Movie,Adventure,2017.0,73 min,4.0,Thailand,2025-04-23
Adventures 20,TV Show,Horror,2008.0,6 Seasons,,,2023-09-07
Revenge 21,Movie,Crime,1981.0,   ,6.9,Italy,2022-04-03
  Secret Day 22,TV SHOW,Romance,2020.0,,8.8,,2025
Dark Night 23,Movie,Thriller,2021.0,98 min,4.0,Netherlands  ,   
Silent Awakening 24,Movie,,2009.0,149 min,4.4,India,2030-05-15
  Last Game 25,Movie,Romance,   ,165 min,,Sweden,2020-05-07
First Mystery 26,TV Show,music,2015.0,3 Seasons,4.3,Poland,
Mystery 27,TV Show,Action,1993.0,6 Seasons,,France,2024-02-24
  Silent Tales 28  ,Movie,,1996.0,182 min,8.9,South korea,2019-08-29
Blood Fall 29,Movie,Comedy,   ,101 min,8.0,,2016-12-07
Last Fall 30,Movie,War,1985.0,108 min,8.0,France,2017-05-22
,Movie,History,1988.0,142 min,6.0,Netherlands,   
Code 32,Movie,,1990.0,,7.5,,
Secret Journey 33,TV Show,Thriller,1987.0,6 Seasons,7.9,Egypt,
Silent Day 34,TV Show,Mystery,,4 seasons,3.6,Poland,2020-11-04
  Perfect Story 35  ,TV Show,,1985.0,9 Seasons,8.4,,
   ,TV Show,Action,,,8.9,,2016-09-12
Lost Beginning 37,Movie,crime,1996.0,102 min,,  Colombia,2025-03-09
End 38,Movie,Adventure,2018.0,127 min,8.5,   ,
   ,Movie,  Fantasy  ,1990.0,188 min,5.6,Canada,2021-12-05
Blood Death 40,Movie,Music,2018.0,82 min,5.4,Egypt,2019-03-23
Hidden End 41,Movie,Mystery,,106 min,7.1,,2022-04-29
Perfect Adventures 42,TV Show,Animation,2010.0,1 Season,,Italy,2015-08-23
  Night 43,Tv show,Thriller,1995.0,   ,,,2020-03-16
Journey 44,Movie,Documentary,1991.0,98 min,7.3,,2016-05-17
Final Dream 45,Movie,Fantasy,2009.0,,8.5,South korea,2017-08-02
Silent Justice 46,TV Show,Romance,,2 Seasons,8.2,India,2018-07-27
Lost Revenge 47,TV Show,documentary,1991.0,5 Seasons,5.2,South Korea,2025-13-45
  Wild Dream 48  ,Movie,History,1982.0,81 min,7.7,,2020-04-16
Broken Awakening 49,TV Show,Thriller,1996.0,9 Seasons,14.118591751304034,Poland  ,2021-09-15
First War 50,TV Show,Comedy,1983.0,1 Season,7.6,Sweden,2022-05-19
Story 51,Movie,  History  ,1985.0,,6.0,Germany,2024-07-09
Tales 52,Movie,,1994.0,65 min,,USA,2019-04-16
Hidden Adventures 53,TV Show,Crime,2011.0,8 Seasons,5.5,Sweden,2019-08-02
Awakening 54  ,TV Show,Documentary,2000.0,10 Seasons,,Poland,2021-09-25
Last Heart 55,Movie,,1981.0,66 min,8.1,,2025-11-13
Perfect Secret 56,TV Show,SCI-FI,2025.0,6 Seasons,8.7,France,2023-04-19
Hidden Game 57,TV Show,Documentary,,9 Seasons,4.9,South Africa,2021-11-09
   ,TV Show,Drama,2036,10 Seasons,7.4,Thailand,2018-04-30
A Code 59,MOVIE,Romance,2006.0,83 min,4.7,EGYPT,04/10/2017
Hidden War 60,TV Show,Thriller,2006.0,9 Seasons,,Brazil,2018-08-24
Heart 61,Movie,War,2002.0,118 min,,,2019
War 62,Movie,Music  ,1988.0,   ,4.5,  Colombia  ,2021-10-12
Deadly Chronicles 63,TV Show,Sci-Fi,   ,,3.7,,2023-10-06
Lies 64,Movie,Animation,1990.0,93 min,7.1,Norway,   
Silent Heart 65,Movie,Horror,2018.0,,3.7,,2025-01-07
Lost Day 66,TV Show,Documentary,,3 Seasons,6.7,   ,2024-12-01
,Movie,   ,1992.0,85 min,8.3,  Australia,2022-09-26
Justice 68,Movie,   ,1986.0,132 min,3.8,,2025-02-28
Last Tales 69,Movie,Crime,2021.0,113 min,7.5,Germany,2022-05-17
Hidden Dream 70,Movie,Animation,2022.0,173 min,3.9,Japan,2016-02-20
Midnight Game 71,Movie,Documentary,1992.0,177 min,,   ,2023-12-01
Love 72,TV Show,  Documentary  ,1985.0,6 Seasons,8.7,Japan,2017-07-27
Dream 73,TV Show,Animation,1983.0,10 Seasons,0.0,,2021-07-24
War 74,TV Show,Adventure,2022.0,10 Seasons,5.8,Poland,Invalid Date
Forgotten Dream 75,Movie,Action,2004.0,95 min,8.4,UK,2020-03-22
Dark Justice 76,Tv show,Fantasy,1999.0,   ,7.3,India,2025-05-11
First Journey 77,Movie,Horror,1988.0,159 min,6.2,,2018-08-09
,TV Show,War,2004.0,6 Seasons,7.3,,2021-08-31
The Day 79,Movie,crime,2016.0,,5.3,Colombia,2018-06-05
Dark Justice 80,Movie,Music,1988.0,140 min,,India,2017-07-31
Wild Heart 81,Movie,horror,2020.0,153 min,3.5,,2018-01-18
  Last Justice 82    ,Movie,Sci-Fi,2023.0,134 min,,,2021-11-10
Last Mystery 83,TV Show,Sci-Fi,1998.0,1 Season,8.5,  UK,Invalid Date
Perfect Lies 84,TV Show,,1991.0,10 Seasons,,,
  Last Revenge 85,TV Show,Thriller,2014.0,,4.9,,2020-02-26
  Shadow Soul 86,TV Show,  Mystery  ,   ,4 Seasons,6.9,Norway,2023-10-16
Day 87,Movie,  Drama,1998.0,103 min,,,2021-04-19
Broken Night 88,MOVIE,  Sci-Fi,2023.0,103 min,3.8,Uk,2020-04-19
Midnight Awakening 89,TV Show,Fantasy,   ,5 Seasons,,south korea,2022-03-17
Mission 90,Movie,Adventure,1985.0,88 min,6.9,Egypt,2017-07-19
Hidden Beginning 91,Movie,Drama,2010.0,115 min,3.8,Sweden,2020-02-13
Secret Rise 92,TV Show,Romance,,1 Season,,Australia,2015-10-03
Silent Lies 93,Movie,  Drama,2039,155 min,4.5,Turkey,2022-06-19
Love 94,movie,Family,2005.0,144 min,   ,egypt,2019-01-30
Deadly Day 95,Movie,,   ,60 min,6.9,Denmark,2021
Silent Beginning 96,Movie,Adventure,,-2 min,7.7,  Colombia  ,2022-12-07
  Shadow Return 97,Movie,Horror,2022.0,150 min,,Brazil,2020-08-09
Lies 98,Movie,Music,2013.0,192 min,9.0,,2017-03-18
Story 99,Movie,Action,2019.0,116 min,6.0,UK,2017-06-30
Lies,Movie,Thriller,2000.0,175 min,14.630092322945227,South Africa,2015-08-20
Blood Adventures 1,Movie,Action  ,2021.0,65 min,7.0,France,2022-04-23
The Return 2,TV Show,  Mystery,2006.0,2 Seasons,8.2,South Korea  ,2023-04-23
Dark Tales 3,movie,Family,1998.0,177 min,4.0,Germany,Invalid Date
Tales 4  ,Movie,Romance,2006.0,124 min,8.6,Poland,2024-01-02
Forgotten Tales 5,Movie,Horror,1982.0,107 min,   ,,2025-03-10
First Chronicles 6,Movie,  History  ,2004.0,179 min,6.6,Argentina,2019-10-20
A Awakening 7,Movie,  Mystery,2013.0,84 min,-1.5829413491499307,Thailand,2016-07-21
  Forgotten Legend 8  ,Movie,Horror,2000.0,107 min,12.297113061211295,Italy,2024-10-06
   ,TV Show,Adventure,1990.0,,6.2,,2015
  Last War 10,Movie,,2006.0,160 min,,Sweden,2020-05-11
Secret 11,TV Show,Fantasy,,7 Seasons,,,2025-07-28
The Awakening 12,Movie,Comedy,1983.0,72 min,11.79350239462471,,2019-12-08
Blood Journey 13,Movie,Animation,2023.0,196 min,0,Sweden,2016-08-06
Last Lies 14,Movie,,2020.0,110 minute,8.2,,2025-10-27
Dark Chronicles 15,TV Show,Romance,2005.0,2 season,,Italy,2022-02-11
First Mystery 16,Movie,Sci-Fi,2000.0,107 min,4.8,Colombia,2020-03-02
Last Mystery 17,Movie,Adventure,2018.0,65 min,9.1,,2015-12-26
Broken Mission 18,movie,Thriller,2040,150 min,4.2,  Germany,2015-09-18
Legend 19,TV Show,Documentary,2016.0,   ,6.7,Egypt,2022-01-26
Broken Mystery 20,TV Show,Music,2022.0,,3.6,mexico,2017-10-04
  Shadow Secret 21  ,TV Show,Horror,1983.0,7 Seasons,5.7,,2018-08-26
Broken Secret 22,Movie,History,2002.0,182 min,,,2022-02-20
Game 23,Movie,Horror,1988.0,187 min,0,,2019-06-26
Perfect Life 24,TV Show,Crime,2019.0,3 seasons,,USA,2021-08-25
Perfect Journey 25,Movie,Thriller,2003.0,74 min,,Argentina,2023-11-22
A Day 26,Movie,,2008.0,79 min,3.9,,2018-02-08
Deadly End 27,TV Show,Thriller,1986.0,,   ,Italy,2024-04-27
Chronicles 28,Movie,Thriller,1997.0,120 min,8.1,Argentina,2020-06-13
Heart 29,TV Show,Comedy,1981.0,3 Seasons,5.4,Germany,2022-11-06
Wild Code 30,Movie,,2040,127 min,5.9,,2023-03-07
Shadow Lies 31,Movie,Drama,2022.0,121 min,8.1,  Brazil,2015-10-03
Secret 32,Movie,Mystery,,160 min,4.4,South Africa,2016-11-22
Last Day 33,TV Show,Mystery,2008.0,7 Seasons,8.5,France,2019-11-10
Midnight Awakening 34,Movie,Fantasy,,73 min,   ,Canada,2020-06-10
Lost Dream 35,Movie,Documentary,1996.0,156 min,14.154216228960541,Poland,2025-13-45
A Secret 36,TV Show,Drama,1810.0,9 Seasons,,India,2019-09-22
First Chronicles 37,Movie,   ,1996.0,191 min,4.8,Spain,2018-09-30
Beginning 38,Movie,     ,2010.0,130 min,8.5,UK,   
Broken Journey 39,TV Show,Drama,2002.0,9 Seasons,9.1,Colombia,2020-04-10
  First Chronicles 40,TV Show,Action,1989.0,4 Seasons,,USA,2023-04-27
Deadly Truth 41,Movie,Crime,1985.0,   ,4.3,Egypt,2017-05-01
Game 42,Movie,Family,2017.0,108 min,8.4,USA,2024-11-19
  Revenge 43  ,TV Show,Romance,2006.0,,9.5,,2017-09-20
,Movie,,1990.0,   ,7.1,UK,2016-05-01
Shadow Game 45,TV Show,Documentary,1999.0,8 Seasons,,,2022-08-04
Wild Legend 46,movie,   ,2025.0,68 min,3.6,Sweden,2017-11-01
Forgotten Love 47,TV Show,,1984.0,6 Seasons,8.1,Netherlands,2024-11-19
Perfect Journey 48,Movie,   ,1833.0,173 min,6.5,USA,2015-04-24
Love 49,Movie,Action,1984.0,168 min,5.9,Colombia,2020-05-01
Silent Heart 50,movie,Animation  ,2001.0,,,Spain,2017-11-18
Life 51,Movie,Music,1980.0,61 min,4.9,,2021-10-15
Dream 52,Movie,Sci-Fi,1999.0,79 min,,,2025-08-18
A Death 53,Movie,Sci-Fi,1994.0,170 min,6.5,,2023-08-07
Tales 54,TV Show,Family,1990.0,,8.1,Japan,2025-11-15
Shadow Rise 55,Movie,Animation,2011.0,133 min,6.9,UK,2015-02-02
Lost Night 56,Movie,Adventure,2007.0,74 min,6.8,,2015-01-27
Love 57,TV Show,Animation,2007.0,3 Seasons,3.7,Norway,2019-10-12
Forgotten Soul 58,TV Show,  Romance,1996.0,3 Seasons,8.6,,2020-08-30
A Dream 59,Movie,War,2013.0,110 min,6.2,Norway,2017-10-19
Soul 60,MOVIE,Romance,2003.0,129 min,,Colombia,2022-07-10
   ,Movie,  FANTASY  ,1981.0,,8.6,,2016-10-27
Secret Beginning 62,TV Show,War,2006.0,10 Seasons,7.1,Brazil,2019-11-22
Hidden Life 63,tv show,Romance,   ,1 Season,,,2016-08-15
Perfect Game 64,Movie,Crime,1998.0,66 min,-1.2820712340261735,,2015-06-28
Hidden Love 65,Movie,   ,1819.0,92 min,,Germany,2025-04-14
Shadow Awakening 66,Movie,Sci-Fi,2008.0,80 min,4.5,,2016-12-25
Hidden Chronicles 67,Movie,drama,1990.0,122 min,   ,  Japan,   
Forgotten Revenge 68,Movie,   ,2011.0,162 min,,SPAIN,2016-03-19
Night 69,TV Show,,2047.0,   ,7.9,,2023-02-09
  Forgotten Heart 70  ,Movie,Animation,2018.0,151 min,,Germany,2025-06-06
The Heart 71,TV Show,Fantasy,2003.0,2 Seasons,6.8,,2016-11-17
Midnight Game 72,TV Show,Documentary  ,   ,1 season,6.5,Norway,2017-06-24
  Final Journey 73  ,TV Show,Family,2006.0,1 Season,5.9,,2015-04-03
Final Mission 74,Movie,,2019.0,106 min,,Turkey,2021-07-13
Perfect Revenge 75,Movie,Adventure,,152 min,,  Thailand  ,
A Code 76,Movie,Thriller,,164 min,8.1,,2024-10-27
Blood Game 77,TV Show,Documentary,,9 Seasons,8.4,Italy,2020-12-06
  Soul 78,Movie,   ,   ,87 min,4.4,,2019-10-13
Secret Legend 79,Movie,,2021.0,88 min,3.9,,2016-03-29
Love 80,Movie,,1878,121 min,4.0,,2016-10-10
,Movie,Crime,2025.0,162 min,-1.7572813271207808,  Argentina,2015-03-09
Broken Mission 82,TV Show,Family,2014.0,   ,5.8,,2020-08-25
Truth 83,MOVIE,Thriller,1980.0,,9.2,Sweden,2021-02-10
Adventures 84  ,Movie,   ,2013.0,193 min,6.1,south korea,2018-11-08
Last End 85,Movie,,1980.0,178 min,4.4,,2021-04-17
Last Mystery 86,Movie,War,2021.0,125 min,4.5,Argentina,2017-05-15
Lost Journey 87,TV Show,Action,2014.0,4 Seasons,5.5,NETHERLANDS,
Blood Tales 88,Movie,  Romance  ,2008.0,66 min,8.6,,   
A Dream 89,Movie,,1997.0,77 min,7.6,,2023-06-24
   ,TV Show,,1985.0,7 Seasons,12.404866296982101,,2024-09-05
Chronicles 91,TV Show,   ,1985.0,6 Seasons,5.4,India,2018-09-10
Shadow Secret 92,Movie,War,2006.0,181 min,6.5,Sweden,2019-06-02
   ,Movie,  War  ,2018.0,177 min,8.9,Germany,2022-07-10
Midnight Story 94,Movie,Music,1998.0,95 min,0,Colombia,2024-07-18
Forgotten Mission 95,Movie,COMEDY,2017.0,101 min,,,2017-08-28
Day 96,Movie,,1982.0,108 min,4.4,Italy,2017-08-01
,Movie,Thriller,2017.0,79 min,,  France,2022-10-19
Hidden Dream 98,TV Show,Crime,1999.0,7 Seasons,,Colombia,2024-07-04
Day 99,Movie,Comedy,1981.0,124 min,8.1,Argentina,2019-02-08
Life,TV Show,Romance,,1 Season,7.5,Poland  ,2017-04-03
Lost Revenge 1,TV Show,History,1984.0,9 Seasons,7.7,Sweden,2025-03-08
Story 2  ,TV Show,Fantasy,2004.0,,8.3,Denmark,2019-04-11
,Movie,Horror,2033.0,,,,2020-12-02
,TV Show,Family,1992.0,10 Seasons,7.6,poland,2024-09-13
Legend 5,TV Show,War,1991.0,8 Seasons,,Italy,2019-02-06
Adventures 6,Movie,drama,1984.0,60 min,4.2,Norway,2022-11-18
Dark Life 7,Movie,,1991.0,131 min,5.4,Italy,2017-03-26
Blood Game 8,Movie,Animation,1997.0,192 min,,Italy,2015-06-22
Awakening 9,Movie,Music,1982.0,160 min,9.4,Denmark,2022-03-27
First Secret 10,Movie,Action,1983.0,153 min,11.356169355917876,,2025-12-05
Tales 11,Movie,DRAMA,,64 min,4.4,Sweden,2016-07-10
Story 12,TV Show,Adventure,1998.0,9 Seasons,6.4,UK,2022-06-16
First Truth 13,Movie,Music,2000.0,162 min,8.3,Turkey,2017-11-29
  Shadow Fall 14  ,TV Show,Animation,2004.0,7 Seasons,3.9,,2015-11-11
,Movie,Action,1982.0,   ,   ,   ,2022-11-04
Silent Heart 16,TV Show,  Horror  ,,   ,4.6,,2022-11-02
Awakening 17,Movie,   ,,,6.8,,2021-01-15
Secret End 18,Movie,War,1983.0,,   ,USA,2019-11-05
Perfect Return 19,TV Show,Sci-Fi,2002.0,6 Seasons,5.5,,2030-05-15
Shadow Revenge 20,Movie,Adventure,1990.0,79 min,-1.5893903616371179,UK,2018-07-15
Blood Heart 21,Movie,Sci-Fi,1998.0,173 min,5.9,Netherlands,2020-07-07
  First Rise 22,TV Show,Adventure,2035,6 Seasons,9.0,Canada,2023
Dark Code 23,Movie,mystery,1983.0,   ,3.6,CANADA,2017-06-15
Silent Mystery 24,TV Show,Adventure,1988.0,1 Season,8.7,Norway,2019-11-03
Dark Secret 25,Movie,HISTORY,2021.0,65 min,,,2018-04-15
Hidden Game 26,Movie,Music,1986.0,177 min,6.8,Denmark,2024-05-05
Secret 27,Movie,Fantasy,2005.0,113 min,9.5,,2015-01-14
Dark Death 28,TV Show,,2000.0,3 Seasons,4.7,Turkey,   
The Truth 29,Movie,  Mystery,1989.0,117 min,,Argentina,2015-04-08
Forgotten Day 30,TV Show,Thriller,1989.0,7 season,6.2,,2023-02-15
Midnight Truth 31,TV Show,Adventure,1980.0,10 Seasons,7.5,Thailand,2025-11-15
Heart 32,MOVIE,Action,2015.0,71 min,5.4,Canada,2019-04-22
Shadow Secret 33,Movie,  Horror,1982.0,190 min,8.4,Italy,2020-07-07
   ,TV Show,Adventure,2014.0,10 Seasons,4.8,,2018-08-08
Mystery 35,Movie,Family,2024.0,171 min,,Spain  ,2015-09-03
Last End 36,Movie,Sci-Fi,   ,136 min,8.5,Turkey,2021-12-10
Heart 37,Movie,Crime,2006.0,66 min,,Norway,2023-05-19
Day 38,TV Show,Sci-Fi,1996.0,9 Seasons,7.7,  South Africa  ,2025-05-01
A Revenge 39,TV Show,Mystery,,7 Seasons,   ,,2025-11-10
   ,Movie,Crime,1989.0,158 min,8.4,,2021-09-19
First Justice 41,Movie,History,2032,197 min,5.8,,2023-05-23
First Chronicles 42,TV Show,Adventure,2005.0,6 Seasons,5.0,Colombia,2016-01-28
Forgotten Soul 43,Movie,Thriller,1987.0,,,Brazil,2025-09-20
Love 44,TV Show,Adventure,2018.0,4 Seasons,5.1,Australia,2025-03-13
